Plugin id,Path,Community,Needs to be split?,Third Party Repo URL,Custom URL,Version in third party repo,Version in our repo,Third Party Commit Hash,Last commit hash on monorepo,In sync,,URL
tiny_wiris,/lib/editor/tiny/plugins/wiris,Yes,,https://github.com/wiris/moodle-tiny_wiris,,2025102000,2025102000,320805952ee1683e55fdbb9a8c61234135facc75,320805952ee1683e55fdbb9a8c61234135facc75,Yes,,https://github.com/wiris/moodle-tiny_wiris
tiny_wordimport,/lib/editor/tiny/plugins/wordimport,Yes,,https://codeberg.org/linos/moodle-tiny_wordimport,,,2025043000,,,No,,https://codeberg.org/linos/moodle-tiny_wordimport
tiny_wordlimit,/lib/editor/tiny/plugins/wordlimit,Yes,,https://codeberg.org/linos/moodle-tiny_wordlimit,,,2025043000,,,No,,https://codeberg.org/linos/moodle-tiny_wordlimit
enrol_arlo,/enrol/arlo,Yes,,https://github.com/ArloSoftware/moodle-enrol_arlo,https://github.com/lsuonline/moodle-enrol_arlo,2024081400,2025093000,205945f33fe2887716f983788f44cb3e145bf782,,No,,https://github.com/lsuonline/moodle-enrol_arlo
enrol_d1,/enrol/d1,No,,,https://github.com/lsuonline/moodle-enrol_d1,2025101700,2025101700,0d8f12578fc92ba365d11a238ff2642b4ac1f56e,0d8f12578fc92ba365d11a238ff2642b4ac1f56e,Yes,,https://github.com/lsuonline/moodle-enrol_d1
enrol_reenroller,/enrol/reenroller,Yes,,DEFUNCT,https://github.com/lsuonline/moodle-enrol_reenroller,2025092500,2025092500,9748205666c5e88722f7a66cffd8a422c818eae8,13dd1947819c9300d47e4569561ced7691392ae8,Yes,,https://github.com/lsuonline/moodle-enrol_reenroller
enrol_studentstaff,/enrol/studentstaff,No,,,https://github.com/lsuonline/moodle-enrol_studentstaff,2023032302,2023032302,0ac7cedf92deb0e2f98d218e9b8a8efc0c28bbf8,0ac7cedf92deb0e2f98d218e9b8a8efc0c28bbf8,Yes,,https://github.com/lsuonline/moodle-enrol_studentstaff
enrol_ues,/enrol/ues,No,,https://github.com/lsuits/lsu-enrol_ues,,2016040802,2019103100,afeade862fc2fc44e0f7c8fbb88faddf18130468,,No,,https://github.com/lsuits/lsu-enrol_ues
enrol_workdayhrm,/enrol/workdayhrm,No,,,https://github.com/lsuonline/moodle-enrol_workdayhrm,2023092000,2023092000,ac060828f6148d5bdc4ba40b706d1835b62e204e,dfb1c05cc3b5992443bb0ea84133dbef5c13d688,Yes,,https://github.com/lsuonline/moodle-enrol_workdayhrm
enrol_workdaystudent,/enrol/workdaystudent,No,,,https://github.com/lsuonline/moodle-enrol_workdaystudent,2025091200,2025091200,1fda404d941baccdd247117a31a35fbef556368d,67c70d491a8a951d04e2a2d18f88220760eaa7aa,Yes,,https://github.com/lsuonline/moodle-enrol_workdaystudent
auth_basic,/auth/basic,Yes,,https://github.com/catalyst/moodle-auth_basic,,2021073000,2022031600,6dc1e014d1d28b7281d99c9baba3cdcffe469a19,5a033c8901cc9ba3763a8a7b1d0b472c2a7c4b9a,No,,https://github.com/catalyst/moodle-auth_basic
auth_oidc,/auth/oidc,Yes,,https://github.com/Microsoft/o365-moodle,,2025100600,2024100710,da127bc48f31dfdb659d5fe0e670e51f386ae3f6,,No,,https://github.com/Microsoft/o365-moodle
tool_ally,/admin/tool/ally,Yes,,https://github.com/anthology-ally/moodle-tool_ally,,2025072400,2025032300,c8aa951c096127a01f888dba612f2d8da8f049ec,,No,,https://github.com/anthology-ally/moodle-tool_ally
tool_crawler,/admin/tool/crawler,Yes,,https://github.com/catalyst/moodle-tool_crawler,,2020101301,2025020401,152723c0b789838cd16320e2060bc1a3dfcd98c0,4e2e17739dd823e4448b4689647433bffda166aa,No,,https://github.com/catalyst/moodle-tool_crawler
tool_mergeusers,/admin/tool/mergeusers,Yes,,https://github.com/jpahullo/moodle-tool_mergeusers,,2025102100,2025102100,a983a8576f22d97c2aa91fe50e66fb09d3a3b885,a983a8576f22d97c2aa91fe50e66fb09d3a3b885,Yes,,https://github.com/jpahullo/moodle-tool_mergeusers
tool_migratehvp2h5p,/admin/tool/migratehvp2h5p,Yes,,https://github.com/moodlehq/moodle-tool_migratehvp2h5p,,2025093000,2025012000,12af4c527d62b104e441bb30fb3075f26897af3a,55458a556ed0a706f8ba31f085438defe5e0531b,No,,https://github.com/moodlehq/moodle-tool_migratehvp2h5p
tool_s3_fs,/admin/tool/s3_fs,Yes,,https://github.com/catalyst/moodle-tool_objectfs,,2026022400,2025011000,66081ab345b82d842f3d60a78346405b9d6d2cad,,No,,https://github.com/catalyst/moodle-tool_objectfs
availability_condition_password,/availability/condition/password,Yes,,https://github.com/moodle-an-hochschulen/moodle-availability_password,,2025100600,2024100701,a7e7d1a09f003100086dd71248d142fa019be8c8,,No,,https://github.com/moodle-an-hochschulen/moodle-availability_password
availability_condition_relativedate,/availability/condition/relativedate,Yes,,https://github.com/ewallah/moodle-availability_relativedate,,2026010200,2024100700,0516cf53f36fd651370b06cbc916f8a40695b8ab,a29fb4517c7f5a3728050b8ed0b9fd9e1c59b696,No,,https://github.com/ewallah/moodle-availability_relativedate
dataformat_xml,/dataformat/xml,Yes,,https://github.com/paulholden/moodle-dataformat_xml,,2025100700,2025100700,82640ac893b4f32ced1ab34dfb08ca7709f2afb0,82640ac893b4f32ced1ab34dfb08ca7709f2afb0,Yes,,https://github.com/paulholden/moodle-dataformat_xml
report_allylti,/report/allylti,Yes,,https://github.com/anthology-ally/moodle-report_allylti,,2025072400,2025032300,6d44399a7f7944e8be2303e77d7a1621a55ea199,,No,,https://github.com/anthology-ally/moodle-report_allylti
report_componentgrades,/report/componentgrades,Yes,,https://github.com/marcusgreen/moodle-report_componentgrades,,2021071700,2021081500,e553d999e26a0ad3457b9c8eb56104d84515a9e8,,No,,https://github.com/marcusgreen/moodle-report_componentgrades
report_coursesize,/report/coursesize,Yes,,https://github.com/catalyst/moodle-report_coursesize,https://github.com/lsuonline/moodle-report_coursesize,,2024112602,977aa88e1273598f1ee7d935d58e770dbe588108,,No,,https://github.com/lsuonline/moodle-report_coursesize
report_customsql,/report/customsql,Yes,,https://github.com/moodleou/moodle-report_customsql,https://github.com/lsuonline/lsuce-report_customsql,2019060600,2019060600,430ce322ebfec7bccb023332d06438555209ee47,4be0de1326f94649c082fc242cb8cb5d9bd7eab1,Yes,,https://github.com/lsuonline/lsuce-report_customsql
report_editdates,/report/editdates,Yes,,https://github.com/moodleou/moodle-report_editdates,,2025072300,2025072300,96fc7e855ad3ca7b06526fafe3ee742aff8acdaa,96fc7e855ad3ca7b06526fafe3ee742aff8acdaa,Yes,,https://github.com/moodleou/moodle-report_editdates
report_lpmonitoring,/report/lpmonitoring,Yes,,https://github.com/StudiUM/moodle-report_lpmonitoring,,2025012500,2025012500,8ebcef3c633fe0478b3e6ccadd71bccbe8308fef,,Yes,,https://github.com/StudiUM/moodle-report_lpmonitoring
report_lsusql,/report/lsusql,No,,,https://github.com/lsuonline/moodle-report_lsusql,2025110500,2025110500,60ecdd5e59773dda52df5519e0764853a1831118,60ecdd5e59773dda52df5519e0764853a1831118,Yes,,https://github.com/lsuonline/moodle-report_lsusql
gradeimport_kioskpearsonjson,/grade/import/kioskpearsonjson,No,,Private?,,,2019012000,,,No,,Private?
gradeimport_pearson,/grade/import/pearson,Yes,,Private?,,,2022092800,,,No,,Private?
gradeimport_smart,/grade/import/smart,Yes,,DEFUNCT?,https://github.com/lsuonline/moodle-grade_import_smart,2025101300,2025101300,030fc9002f436d536aaa9cc6cc114bbdd00924e0,030fc9002f436d536aaa9cc6cc114bbdd00924e0,Yes,,https://github.com/lsuonline/moodle-grade_import_smart
gradereport_forecast,/grade/report/forecast,Yes,,https://github.com/lsuits/lsu-gradereport_forecast,,2017092600,2017092600,b5266f7b1c29e605b1d96ed714d3aaba49784ee2,cbcac9e992d56e9a35f1dc77508f319edd91f81c,Yes,,https://github.com/lsuits/lsu-gradereport_forecast
gradereport_grade_breakdown,/grade/report/grade_breakdown,Yes,,https://github.com/lsuits/lsu-gradereport_grade_breakdown,,2016040700,2016040700,4834a6fc0b38860563001c34e1720e85e0013af4,ae866e8e8ac82b80e5197d913117dbd0c2a3f487,Yes,,https://github.com/lsuits/lsu-gradereport_grade_breakdown
gradereport_gradebook_builder,/grade/report/gradebook_builder,Yes,,https://github.com/lsuits/lsu-gradereport_gradebook_builder,,2013081000,2016092800,5a20436e305206ecd57e5c9566bdc00d798ea5e9,,No,,https://github.com/lsuits/lsu-gradereport_gradebook_builder
gradereport_rubrics,/grade/report/rubrics,Yes,,https://github.com/brickfield/moodle-gradereport_rubrics,,2023041704,2023041704,fe42a54dcfbfa93917c616f016e8f82a0f81f661,,Yes,,https://github.com/brickfield/moodle-gradereport_rubrics
repository_office365,/repository/office365,No,,https://github.com/Microsoft/o365-moodle,,2025100600,2024100705,da127bc48f31dfdb659d5fe0e670e51f386ae3f6,,No,,https://github.com/Microsoft/o365-moodle
plagiarism_turnitin,/plagiarism/turnitin,Yes,,https://github.com/turnitin/moodle-plagiarism_turnitin,,2025103101,2025102901,9a44d8360936e105c5e69cebc378d9979acbd05b,56310ac3ecafd7f5284733a20f791269625d99cc,No,,https://github.com/turnitin/moodle-plagiarism_turnitin
cachestore_rediscluster,/cache/stores/rediscluster,Yes,,https://github.com/open-lms-open-source/moodle-cachestore_rediscluster,,2025052900,2021040600,a00d09c4824397dbfb15df4462d19275398989f0,,No,,https://github.com/open-lms-open-source/moodle-cachestore_rediscluster
theme_snap,/theme/snap,Yes,,https://github.com/open-lms-open-source/moodle-theme_snap,https://github.com/lsuonline/lsuce-theme_snap,2019051501,2025042201,34ee2133face841fc7291c53b2aa5827e944e343,,No,,https://github.com/lsuonline/lsuce-theme_snap
local_adminer,/local/adminer,Yes,,https://github.com/adminerevo/adminerevo,,,2026020100,d11a2e87cc0da5e631d442c4b59819f92117a733,,No,,https://github.com/adminerevo/adminerevo
local_aws_sdk,/local/aws_sdk,No,,Private? OpenLMS,,,2024040200,,,No,,Private? OpenLMS
local_azure,/local/azure,No,,https://github.com/lsuits/lsu-enrol_ues,,2016040802,2023051100,afeade862fc2fc44e0f7c8fbb88faddf18130468,,No,,https://github.com/lsuits/lsu-enrol_ues
local_bulkenrol,/local/bulkenrol,Yes,,https://github.com/moodle-an-hochschulen/moodle-local_bulkenrol,,2025100600,2024100703,ffbaba29dc0a9a74f7330bdd2e0e4574ee9a95bb,,No,,https://github.com/moodle-an-hochschulen/moodle-local_bulkenrol
local_d1,/local/d1,No,,,https://github.com/lsuonline/moodle-local_d1,2022101801,2022101801,be15943a095916e63d9404dc5af3ec66a895ad13,,Yes,,https://github.com/lsuonline/moodle-local_d1
local_honorlockproctoring,/local/honorlockproctoring,Yes,,https://github.com/HonorLock/moodle-local_honorlockproctoring,,2023120601,2023120601,44be735e094179a80145f6c6bb8507a7bc8004fa,17b3848d1da544b44e631ff6a05de884fe5d9d51,Yes,,https://github.com/HonorLock/moodle-local_honorlockproctoring
local_kalpanmaps,/local/kalpanmaps,No,,,https://github.com/lsuonline/local_kalpanmaps,2021070800,2021070800,7639e003a80ab81e07df189bc16369092a4f1838,,Yes,,https://github.com/lsuonline/local_kalpanmaps
local_kaltura,/local/kaltura,No,,https://github.com/kaltura/moodle-local_kaltura,,,2024100700,3148d0959da87a3c1120077f4d2b624308b85b60,,No,,https://github.com/kaltura/moodle-local_kaltura
local_kalturamediagallery,/local/kalturamediagallery,No,,https://github.com/kaltura/moodle-local_kalturamediagallery,,2014013000,2024100700,25ef458360da3c179b9650a37fcb6bd1995042f3,,No,,https://github.com/kaltura/moodle-local_kalturamediagallery
local_lsu,/local/lsu,No,,https://github.com/lsuits/lsu-enrol_ues,,2016040802,2016040803,afeade862fc2fc44e0f7c8fbb88faddf18130468,,No,,https://github.com/lsuits/lsu-enrol_ues
local_lsucli,/local/lsucli,No,,,https://github.com/lsuonline/moodle_local-lsucli,2024051402,2024051403,2caf4809629be72c92200ad5b11702dc415c5087,,No,,https://github.com/lsuonline/moodle_local-lsucli
local_ml,/local/ml,No,,https://github.com/moodlehq/moodle-local_wstemplate,,,2018061101,,,No,,https://github.com/moodlehq/moodle-local_wstemplate
local_mylabmastering,/local/mylabmastering,No,Yes,,,,2019012000,,,No,,
local_mymedia,/local/mymedia,No,,Private?,,,2024100700,,,No,,Private?
local_natsane,/local/natsane,Yes,,DEFUNCT?,,,2021031903,,,No,,DEFUNCT?
local_o365,/local/o365,Yes,,https://github.com/Microsoft/o365-moodle,,2025100600,2024100710,da127bc48f31dfdb659d5fe0e670e51f386ae3f6,,No,,https://github.com/Microsoft/o365-moodle
local_onenote,/local/onenote,Yes,,https://github.com/Microsoft/o365-moodle,,2025100600,2024100705,da127bc48f31dfdb659d5fe0e670e51f386ae3f6,,No,,https://github.com/Microsoft/o365-moodle
local_online,/local/online,No,,https://github.com/lsuits/lsu-enrol_ues,,2016040802,2016040802,afeade862fc2fc44e0f7c8fbb88faddf18130468,,Yes,,https://github.com/lsuits/lsu-enrol_ues
local_redislock,/local/redislock,Yes,,https://github.com/open-lms-open-source/moodle-local_redislock,,2026011300,2025031800,91e94e46b899a34098dd297922b4905037f2c443,cd8f5ead5933c4f877a8784c08256e2010c3aa14,No,,https://github.com/open-lms-open-source/moodle-local_redislock
local_reminders,/local/reminders,Yes,,https://github.com/isuru89/moodle-local_reminders,,2025082400,2025082400,1815fe6da472783157c024240b038c089a4d5009,1815fe6da472783157c024240b038c089a4d5009,Yes,,https://github.com/isuru89/moodle-local_reminders
local_remote_courses,/local/remote_courses,Yes,,https://github.com/LafColITS/moodle-local_remote_courses,,2023041901,2023041901,618d28ea7999aa5d867de7cea84a1bd1cb4886b7,,Yes,,https://github.com/LafColITS/moodle-local_remote_courses
local_syllabusuploader,/local/syllabusuploader,No,,,https://github.com/lsuonline/moodle-local_syllabusuploader,2023080800,2023080800,4dbf1e93e88db8a953128351e2b8561f1c811546,79c44ad2f3e338093d2e86254c2ccdb66629a4c8,Yes,,https://github.com/lsuonline/moodle-local_syllabusuploader
local_wirisquizzes,/local/wirisquizzes,Yes,,https://github.com/wiris/moodle-local_wirisquizzes,,2026021900,2025042903,0777a52aded1102e2c8555d0febf40632230691b,,No,,https://github.com/wiris/moodle-local_wirisquizzes
